X,Y,LabSampleId,SiteCode,CocSampleId,SampleType,LabName,LabJobName,Matrix,CollectionDate,AnalysisMethod,DilutionFactor,AnalysisDate,Duplicate,Unit,Watershed,Waterbody,LocationCode,HUC10,HUC8,Project,Description,AdditionalDescription,VisitID,SampleDepth,Longitude,Latitude,CAS307244_PFHxA,CAS307244_PFHxAFlag,CAS307244_PFHxAMdl,CAS307244_PFHxARl,CAS307551_PFDoA,CAS307551_PFDoAFlag,CAS307551_PFDoAMdl,CAS307551_PFDoARl,CAS335671_PFOA,CAS335671_PFOAFlag,CAS335671_PFOAMdl,CAS335671_PFOARl,CAS335762_PFDA,CAS335762_PFDAFlag,CAS335762_PFDAMdl,CAS335762_PFDARl,CAS335773_PFDS,CAS335773_PFDSFlag,CAS335773_PFDSMdl,CAS335773_PFDSRl,CAS355464_PFHxS,CAS355464_PFHxSFlag,CAS355464_PFHxSMdl,CAS355464_PFHxSRl,CAS356025_33FTCA,CAS356025_33FTCAFlag,CAS356025_33FTCAMdl,CAS356025_33FTCARl,CAS375224_PFBA,CAS375224_PFBAFlag,CAS375224_PFBAMdl,CAS375224_PFBARl,CAS375735_PFBS,CAS375735_PFBSFlag,CAS375735_PFBSMdl,CAS375735_PFBSRl,CAS375859_PFHpA,CAS375859_PFHpAFlag,CAS375859_PFHpAMdl,CAS375859_PFHpARl,CAS375928_PFHpS,CAS375928_PFHpSFlag,CAS375928_PFHpSMdl,CAS375928_PFHpSRl,CAS375951_PFNA,CAS375951_PFNAFlag,CAS375951_PFNAMdl,CAS375951_PFNARl,CAS376067_PFTeA,CAS376067_PFTeAFlag,CAS376067_PFTeAMdl,CAS376067_PFTeARl,CAS646833_PFecHS,CAS646833_PFecHSFlag,CAS646833_PFecHSMdl,CAS646833_PFecHSRl,CAS754916_PFOSA,CAS754916_PFOSAFlag,CAS754916_PFOSAMdl,CAS754916_PFOSARl,CAS812704_73FTCA,CAS812704_73FTCAFlag,CAS812704_73FTCAMdl,CAS812704_73FTCARl,CAS1763231_PFOS,CAS1763231_PFOSFlag,CAS1763231_PFOSMdl,CAS1763231_PFOSRl,CAS2058948_PFUnA,CAS2058948_PFUnAFlag,CAS2058948_PFUnAMdl,CAS2058948_PFUnARl,CAS2355319_NMeFOSAA,CAS2355319_NMeFOSAAFlag,CAS2355319_NMeFOSAAMdl,CAS2355319_NMeFOSAARl,CAS2706903_PFPeA,CAS2706903_PFPeAFlag,CAS2706903_PFPeAMdl,CAS2706903_PFPeARl,CAS2706914_PFPeS,CAS2706914_PFPeSFlag,CAS2706914_PFPeSMdl,CAS2706914_PFPeSRl,CAS2991506_NEtFOSAA,CAS2991506_NEtFOSAAFlag,CAS2991506_NEtFOSAAMdl,CAS2991506_NEtFOSAARl,CAS13252136_GenX,CAS13252136_GenXFlag,CAS13252136_GenXMdl,CAS13252136_GenXRl,CAS16517116_PFODA,CAS16517116_PFODAFlag,CAS16517116_PFODAMdl,CAS16517116_PFODARl,CAS27619972_62FTS,CAS27619972_62FTSFlag,CAS27619972_62FTSMdl,CAS27619972_62FTSRl,CAS30334691_PFBSA,CAS30334691_PFBSAFlag,CAS30334691_PFBSAMdl,CAS30334691_PFBSARl,CAS39108344_82FTS,CAS39108344_82FTSFlag,CAS39108344_82FTSMdl,CAS39108344_82FTSRl,CAS41997131_PFHxSA,CAS41997131_PFHxSAFlag,CAS41997131_PFHxSAMdl,CAS41997131_PFHxSARl,CAS67905195_PFHxDA,CAS67905195_PFHxDAFlag,CAS67905195_PFHxDAMdl,CAS67905195_PFHxDARl,CAS68259121_PFNS,CAS68259121_PFNSFlag,CAS68259121_PFNSMdl,CAS68259121_PFNSRl,CAS72629948_PFTriA,CAS72629948_PFTriAFlag,CAS72629948_PFTriAMdl,CAS72629948_PFTriARl,CAS756426581_F53BMajor,CAS756426581_F53BMajorFlag,CAS756426581_F53BMajorMdl,CAS756426581_F53BMajorRl,CAS757124724_42FTS,CAS757124724_42FTSFlag,CAS757124724_42FTSMdl,CAS757124724_42FTSRl,CAS763051929_F53BMinor,CAS763051929_F53BMinorFlag,CAS763051929_F53BMinorMdl,CAS763051929_F53BMinorRl,CAS914637493_53FTCA,CAS914637493_53FTCAFlag,CAS914637493_53FTCAMdl,CAS914637493_53FTCARl,CAS919005144_ADONA,CAS919005144_ADONAFlag,CAS919005144_ADONAMdl,CAS919005144_ADONARl,GlobalID,OBJECTID
-85.0308500000621,42.9771200001595,1087908,36-GR-0250,GR-0250,,Eurofins Lancaster,,Water,2019/06/17 00:00:00+00,EPA 537 Version 1.1 Modified,,,1,ng/l,Lower Grand,Grand River,GR-0250,0405000603,04050006,Investigative,Grand River @ Pedestrian Bridge?,d/s Prairie Creek Confluence,2019005,,-85.03085,42.97712,1.9,,0.37,1.9,0.47,K,0.47,1.9,1.9,,0.28,0.93,0.84,K,0.84,1.9,0.56,K,0.56,1.9,0.57,JB,0.37,1.9,,,,,5.4,J,1.9,5.6,1.6,,0.28,0.93,0.82,J,0.37,0.93,0.37,K,0.37,1.9,0.37,K,0.37,1.9,0.28,K,0.28,0.93,,,,,0.51,J,0.47,2.8,,,,,1.7,JB,0.37,1.9,0.37,K,0.37,1.9,0.93,K,0.93,2.8,2.1,J,1.9,5.6,0.37,K,0.37,1.9,0.93,K,0.93,2.8,,,,,,,,,0.93,K,0.93,1.9,,,,,1.9,K,1.9,5.6,,,,,,,,,0.56,K,0.56,1.9,0.37,K,0.37,0.93,,,,,0.93,K,0.93,2.8,,,,,,,,,,,,,{C4C09A20-761B-45ED-A7E4-C23896D72CEC},336
-84.4074300000962,42.2548300001604,9954537,62-GR-0470,GR0970R,Replicate,Eurofins Lancaster Labora,240-106186-1,H2O,2018/12/20 00:00:00+00,EPA-537M,1,2019/01/11 00:00:00+00,2,ng/L,Upper Grand,Grand River,GR-0470,0405000401,04050004,Investigative,Grand River @ E Ganson St,Repeat Sample Location (Michner Plating),2018720,,-84.40743,42.25483,1.7,J,0.38,1.9,0.47,K,0.47,1.9,1,,0.28,0.94,0.85,K,0.85,1.9,0.57,K,0.57,1.9,0.39,J,0.38,1.9,,,,,2.5,J,1.9,5.7,1.2,,0.28,0.94,,,,,0.38,K,0.38,1.9,0.38,K,0.38,1.9,0.28,K,0.28,0.94,,,,,0.47,K,0.47,2.8,,,,,2.3,,0.38,1.9,0.38,K,0.38,1.9,0.94,K,0.94,2.8,2.5,J,1.9,5.7,0.38,K,0.38,1.9,0.94,K,0.94,2.8,,,,,,,,,0.94,K,0.94,1.9,,,,,1.9,K,1.9,5.7,,,,,,,,,0.57,K,0.57,1.9,0.38,K,0.38,0.94,,,,,0.94,K,0.94,2.8,,,,,,,,,,,,,{17E458F7-ACEF-4475-A43C-24425D2A83D8},337
-85.5558069999054,43.1375409995582,320-42086-4,36-RR-0060,RR100,,TestAmerica Sacramento,320-42086-1,Water,2018/08/12 00:00:00+00,537 (modified),1,2018/08/25 00:00:00+00,1,ng/L,Lower Grand,Rogue River,RR-0060,0405000604,04050006,Investigative,off White Pine Trail,"upstream Rockford pond; 2018 caged fish site",2018700,,-85.555807,43.137541,1.2,J,0.5,1.7,0.47,K,0.47,1.7,2.4,,0.73,1.7,0.27,K,0.27,1.7,0.27,K,0.27,1.7,1.5,J B,0.15,1.7,,,,,2.6,,0.3,1.7,2.5,,0.17,1.7,0.7,J,0.21,1.7,0.16,K,0.16,1.7,0.23,K,0.23,1.7,0.25,K,0.25,1.7,,,,,0.3,K,0.3,1.7,,,,,6.7,,0.46,1.7,0.94,K,0.94,1.7,2.7,K,2.7,17,1.4,J,0.42,1.7,0.58,J,0.26,1.7,1.6,K,1.6,17,,,,,,,,,1.7,K,1.7,17,,,,,1.7,K,1.7,17,,,,,,,,,0.14,K,0.14,1.7,1.1,K,1.1,1.7,,,,,4.4,K,4.4,17,,,,,,,,,,,,,{4388AB7B-DE80-44B0-8932-F2DB87F677C7},338
-85.7031999999132,43.0001300004114,240-114874-5,36-UTIM-0009,TI-0010,,Eurofins/Lancaster,240-114874-1,Water,2019/06/19 00:00:00+00,EPA 537 Version 1.1 Modified,,,1,ng/l,Lower Grand,Trib to Indian Mill,UTIM-0009,0405000605,04050006,Investigative,Trib to Indian Mill near Bristol Ave,d/s Folkerstma State Landfill,2019005,,-85.7032,43.00013,6.5,,0.34,1.7,0.42,K,0.42,1.7,4.2,,0.25,0.84,0.76,K,0.76,1.7,0.51,K,0.51,1.7,7.3,,0.34,1.7,,,,,3.8,J,1.7,5.1,4.6,,0.25,0.84,2.7,,0.34,0.84,0.35,J,0.34,1.7,0.34,K,0.34,1.7,0.25,K,0.25,0.84,,,,,0.42,K,0.42,2.5,,,,,13,,0.34,1.7,0.34,K,0.34,1.7,0.84,K,0.84,2.5,6.2,,1.7,5.1,1.1,J,0.34,1.7,0.84,K,0.84,2.5,,,,,,,,,0.84,K,0.84,1.7,,,,,1.7,K,1.7,5.1,,,,,,,,,0.51,K,0.51,1.7,0.34,K,0.34,0.84,,,,,0.84,K,0.84,2.5,,,,,,,,,,,,,{89661B4E-633A-4840-B6CF-9895CD94CF8B},339
-86.0910400000022,43.0398799999197,240-114874-2,36-GR-0040,GR-0040,,Eurofins/Lancaster,240-114874-1,Water,2019/06/19 00:00:00+00,EPA 537 Version 1.1 Modified,,,1,ng/l,Lower Grand,Grand River,GR-0040,0405000607,04050006,Investigative,Grand River @ 231,d/s Crockery Creek Confluence,2019005,,-86.09104,43.03988,2.5,,0.39,1.9,0.49,K,0.49,1.9,1.6,,0.29,0.97,0.88,K,0.88,1.9,0.58,K,0.58,1.9,0.63,J,0.39,1.9,,,,,4.6,J,1.9,5.8,1.7,,0.29,0.97,1.1,,0.39,0.97,0.39,K,0.39,1.9,0.39,K,0.39,1.9,0.29,K,0.29,0.97,,,,,0.49,K,0.49,2.9,,,,,2.2,,0.39,1.9,0.39,K,0.39,1.9,0.97,K,0.97,2.9,2.2,J,1.9,5.8,0.39,K,0.39,1.9,0.97,K,0.97,2.9,,,,,,,,,10,,0.97,1.9,,,,,1.9,K,1.9,5.8,,,,,,,,,0.58,K,0.58,1.9,0.39,K,0.39,0.97,,,,,0.97,K,0.97,2.9,,,,,,,,,,,,,{A40A4AA3-0ABA-4971-94F4-B0BD360931E7},340
-85.6862099994822,42.9535300001015,240-114874-5,36-GR-0110,GR-0110,,Eurofins/Lancaster,240-114874-1,Water,2019/06/19 00:00:00+00,EPA 537 Version 1.1 Modified,,,1,ng/l,Lower Grand,Grand River,GR-0110,0405000605,04050006,Investigative,Grand River @ Oxford St Trail,"u/s Landfill; d/s Plating Waste potential stormwater",2019005,,-85.68621,42.95353,1.5,J,0.37,1.9,0.46,K,0.46,1.9,1.6,,0.28,0.93,0.84,K,0.84,1.9,0.56,K,0.56,1.9,0.44,J,0.37,1.9,,,,,4,J,1.9,5.6,1.1,,0.28,0.93,0.83,J,0.37,0.93,0.37,K,0.37,1.9,0.37,K,0.37,1.9,0.28,K,0.28,0.93,,,,,0.46,K,0.46,2.8,,,,,2.3,,0.37,1.9,0.37,K,0.37,1.9,0.93,K,0.93,2.8,2,J,1.9,5.6,0.37,K,0.37,1.9,0.93,K,0.93,2.8,,,,,,,,,1.5,J,0.93,1.9,,,,,1.9,K,1.9,5.6,,,,,,,,,0.56,K,0.56,1.9,0.37,K,0.37,0.93,,,,,0.93,K,0.93,2.8,,,,,,,,,,,,,{FEC294A3-7EB7-4CAF-96D7-7CD1D1F87184},341
-84.2134883103116,42.2589683766417,GrassLake DN,62-GL-0020,GrassLake DN,,Vista Analytical,2103101,H20,2021/03/16 00:00:00+00,EPA-537M,1,2021/03/27 00:00:00+00,1,ng/L,Upper Grand,Grass Lake,GL-0020,0405000401,04050004,Investigative,downwind side of lake,,2021205,,-84.21348831,42.25896838,1.06,K,1.06,4.25,1.06,K,1.06,4.25,1.06,K,1.06,4.25,1.06,K,1.06,4.25,1.06,K,1.06,4.25,1.06,K,1.06,4.25,,,,,6.42,,1.06,4.25,1.06,K,1.06,4.25,1.46,"J, Q",1.06,4.25,1.06,K,1.06,4.25,1.06,K,1.06,4.25,1.06,K,1.06,4.25,1.06,K,1.06,4.25,1.06,K,1.06,4.25,,,,,1.06,K,1.06,4.25,1.06,K,1.06,4.25,1.06,K,1.06,4.25,1.67,J,1.06,4.25,1.06,K,1.06,4.25,1.06,K,1.06,4.25,1.06,K,1.06,4.25,,,,,1.06,K,1.06,4.25,,,,,1.06,K,1.06,4.25,,,,,,,,,1.06,K,1.06,4.25,1.06,K,1.06,4.25,1.06,K,1.06,4.25,1.06,K,1.06,4.25,1.06,K,1.06,4.25,,,,,1.06,K,1.06,4.25,{59502FF7-392E-4DC5-957B-4370E32DFAF0},342
-84.5767000005005,42.7699500000869,240-117172-1,62-UTRD-0009,RT-0010,,TestAmerica North Canton,240-117172-1,Water,2019/08/08 00:00:00+00,PFAS Standard List (24 Analyt,1,2019/08/20 00:00:00+00,1,ng/l,Upper Grand,Trib to Reynolds Drain,UTRD-0009,0405000407,04050004,Investigative,Airport Service Rd,Trib to Reynolds Drain coming off airport,2019008,,-84.5767,42.76995,25,,0.41,1.7,4.3,,0.41,1.7,32,,0.41,1.7,16,,0.41,1.7,0.41,K,0.41,1.7,15,,0.41,1.7,,,,,21,,1.7,4.1,2.1,,0.41,1.7,15,,0.41,1.7,0.94,J,0.41,1.7,7.2,,0.41,1.7,0.79,J,0.41,1.7,,,,,0.41,K,0.41,1.7,,,,,60,,0.41,1.7,1.8,,0.41,1.7,0.5,K,0.5,1.7,22,,0.41,1.7,0.94,J,0.41,1.7,0.41,K,0.41,2.5,,,,,,,,,7.8,,1.7,4.1,,,,,3.2,,0.83,2.5,,,,,,,,,0.41,K,0.41,1.7,0.54,J,0.41,1.7,,,,,0.41,K,0.41,1.7,,,,,,,,,,,,,{BFE96B70-D23E-4F00-BB02-C8A55431B9CB},343
-85.1010900003279,42.9672600001996,1087911,36-GR-0220,GR-0220,,Eurofins Lancaster,,Water,2019/06/17 00:00:00+00,EPA 537 Version 1.1 Modified,,,1,ng/l,Lower Grand,Grand River,GR-0220,0405000603,04050006,Investigative,Grand River @ Fred Meijer River Trail,"d/s Bellamy Creek; Sessions Creek; Reformatory landfill",2019005,,-85.10109,42.96726,2.3,,0.33,1.6,0.41,K,0.41,1.6,2,,0.25,0.82,0.74,K,0.74,1.6,0.49,K,0.49,1.6,0.51,JB,0.33,1.6,,,,,5.4,,1.6,4.9,1.6,,0.25,0.82,1.1,,0.33,0.82,0.33,K,0.33,1.6,0.4,J,0.33,1.6,0.25,K,0.25,0.82,,,,,0.51,J,0.41,2.5,,,,,2,B,0.33,1.6,0.33,K,0.33,1.6,0.82,K,0.82,2.5,2.9,J,1.6,4.9,0.33,K,0.33,1.6,0.82,K,0.82,2.5,,,,,,,,,5.8,B,0.82,1.6,,,,,1.6,K,1.6,4.9,,,,,,,,,0.49,K,0.49,1.6,0.33,K,0.33,0.82,,,,,0.82,K,0.82,2.5,,,,,,,,,,,,,{BBFCFE3F-38BE-4DE1-8A5C-72D376DF1083},344
-84.9022099996532,42.8730400002938,1087900,62-GR-0270,GR-0270,,Eurofins Lancaster,,Water,2019/06/17 00:00:00+00,EPA 537 Version 1.1 Modified,,,1,ng/l,Upper Grand,Grand River,GR-0270,0405000407,04050004,Investigative,Grand River @ Portland River Walk,d/s Looking Glass River,2019005,,-84.90221,42.87304,2.1,,0.37,1.8,0.46,K,0.46,1.8,1.5,,0.28,0.92,0.83,K,0.83,1.8,0.55,K,0.55,1.8,0.59,J,0.37,1.8,,,,,4.8,J,1.8,5.5,1.5,,0.28,0.92,0.95,,0.37,0.92,0.37,K,0.37,1.8,0.37,K,0.37,1.8,0.28,K,0.28,0.92,,,,,0.56,J,0.46,2.8,,,,,1.4,J,0.37,1.8,0.37,K,0.37,1.8,0.92,K,0.92,2.8,2.6,J,1.8,5.5,0.37,K,0.37,1.8,0.92,K,0.92,2.8,,,,,,,,,0.92,K,0.92,1.8,,,,,1.8,K,1.8,5.5,,,,,,,,,0.55,K,0.55,1.8,0.37,K,0.37,0.92,,,,,0.92,K,0.92,2.8,,,,,,,,,,,,,{ABFE2D88-2EEA-4DCF-8F06-F7443FB65B37},345
-85.6097099999872,43.0616699997704,320-42086-10,36-GR-0150,GR-0150,,TestAmerica Sacramento,320-42086-1,Water,2018/08/12 00:00:00+00,537 (modified),1,2018/08/26 00:00:00+00,1,ng/L,Lower Grand,Grand River,GR-0150,0405000605,04050006,Investigative,Grand River @ Jupiter Ave,d/s Rogue Confluence (repeat sample location),2018700,,-85.60971,43.06167,5.1,,0.54,1.9,0.51,K,0.51,1.9,2.1,,0.79,1.9,0.29,K,0.29,1.9,0.3,K,0.3,1.9,0.99,J B,0.16,1.9,,,,,3.3,,0.33,1.9,2.3,,0.19,1.9,1.8,J,0.23,1.9,0.18,K,0.18,1.9,0.37,J,0.25,1.9,0.27,K,0.27,1.9,,,,,0.33,K,0.33,1.9,,,,,2.8,,0.5,1.9,1,K,1,1.9,2.9,K,2.9,19,7.8,,0.46,1.9,0.28,K,0.28,1.9,1.8,K,1.8,19,,,,,,,,,190,B,1.9,19,,,,,1.9,K,1.9,19,,,,,,,,,0.15,K,0.15,1.9,1.2,K,1.2,1.9,,,,,4.9,K,4.9,19,,,,,,,,,,,,,{23AEC4AD-A5D4-4993-9FE9-64B796E5D32C},346
-85.5914499998191,43.0638400002754,320-42086-1,36-RR-0010,RR-0010,,TestAmerica Sacramento,320-42086-1,Water,2018/08/12 00:00:00+00,537 (modified),1,2018/08/25 00:00:00+00,1,ng/L,Lower Grand,Rogue River,RR-0010,0405000604,04050006,Investigative,Rogue River @ West River Dr,Near Mouth (repeat sample location),2018700,,-85.59145,43.06384,2.4,,0.5,1.7,0.47,K,0.47,1.7,7.3,,0.73,1.7,0.27,K,0.27,1.7,0.27,K,0.27,1.7,2.3,B,0.15,1.7,,,,,3,,0.3,1.7,3.9,,0.17,1.7,1.7,,0.21,1.7,0.4,J,0.16,1.7,0.23,K,0.23,1.7,0.25,K,0.25,1.7,,,,,0.3,K,0.3,1.7,,,,,19,,0.46,1.7,0.94,K,0.94,1.7,2.7,K,2.7,17,1.6,J,0.42,1.7,1.3,J,0.26,1.7,1.6,K,1.6,17,,,,,,,,,1.7,K,1.7,17,,,,,1.7,K,1.7,17,,,,,,,,,0.14,K,0.14,1.7,1.1,K,1.1,1.7,,,,,4.5,K,4.5,17,,,,,,,,,,,,,{734477EF-ECC4-4B13-ABD5-3648F060D33E},347
-85.7837599999935,42.9122200003387,240-114874-6,36-GR-0070,GR-0070,,Eurofins/Lancaster,240-114874-1,Water,2019/06/19 00:00:00+00,EPA 537 Version 1.1 Modified,,,1,ng/l,Lower Grand,Grand River,GR-0070,0405000607,04050006,Investigative,Grand River Near River Ave,d/s Rush and Buck Creek Confluences and Grandville WWTP,2019005,,-85.78376,42.91222,2.6,,0.33,1.7,0.41,K,0.41,1.7,2,,0.25,0.83,0.75,K,0.75,1.7,0.5,K,0.5,1.7,0.74,J,0.33,1.7,,,,,5,,1.7,5,1.7,,0.25,0.83,1.1,,0.33,0.83,0.33,K,0.33,1.7,0.33,K,0.33,1.7,0.25,K,0.25,0.83,,,,,0.41,K,0.41,2.5,,,,,3.3,,0.33,1.7,0.33,K,0.33,1.7,0.83,K,0.83,2.5,2,J,1.7,5,0.33,K,0.33,1.7,0.83,K,0.83,2.5,,,,,,,,,16,B,0.83,1.7,,,,,1.7,K,1.7,5,,,,,,,,,0.5,K,0.5,1.7,0.33,K,0.33,0.83,,,,,0.83,K,0.83,2.5,,,,,,,,,,,,,{169031AA-5411-4442-BCE0-CB287C35C53A},348
-84.3887700001894,42.2330300001776,9954540,62-GR-0500,GR0990D,Duplicate,Eurofins Lancaster Labora,240-106186-1,H2O,2018/12/20 00:00:00+00,EPA-537M,1,2019/01/11 00:00:00+00,2,ng/L,Upper Grand,Grand River,GR-0500,0405000401,04050004,Investigative,Grand River @ E. High St,Repeat Sample Location (Michner Plating),2018720,,-84.38877,42.23303,0.49,J,0.38,0.95,0.47,K,0.47,1.9,1,,0.28,0.95,0.85,K,0.85,1.9,0.57,K,0.57,1.9,0.38,K,0.38,1.9,,,,,2.1,J,1.9,5.7,1.2,,0.28,0.95,,,,,0.38,K,0.38,1.9,0.38,K,0.38,1.9,0.28,K,0.28,0.95,,,,,0.47,K,0.47,2.8,,,,,1.7,J,0.38,1.9,0.38,K,0.38,1.9,0.95,K,0.95,2.8,3,J,1.9,5.7,0.38,K,0.38,1.9,0.95,K,0.95,2.8,,,,,,,,,0.95,K,0.95,1.9,,,,,1.9,K,1.9,5.7,,,,,,,,,0.57,K,0.57,1.9,0.38,K,0.38,0.95,,,,,0.95,K,0.95,2.8,,,,,,,,,,,,,{9CF9EE5D-40FB-4E71-922A-0C2252875D4B},349
-85.4571399997963,42.9401509998553,320-42086-8,36-GR-0185,GR050,,TestAmerica Sacramento,320-42086-1,Water,2018/08/12 00:00:00+00,537 (modified),1,2018/08/26 00:00:00+00,1,ng/L,Lower Grand,Grand River,GR-0185,0405000603,04050006,Investigative,McGraw Park Nature Trail,"Upstream Thornapple confluence; 2018 caged fish site",2018700,,-85.45714,42.940151,6,,0.52,1.8,0.49,K,0.49,1.8,1.9,,0.76,1.8,0.28,K,0.28,1.8,0.28,K,0.28,1.8,0.87,J B,0.15,1.8,,,,,3.3,,0.31,1.8,2.4,,0.18,1.8,1.9,,0.22,1.8,0.17,K,0.17,1.8,0.44,J,0.24,1.8,0.26,K,0.26,1.8,,,,,0.31,K,0.31,1.8,,,,,2,,0.48,1.8,0.98,K,0.98,1.8,2.8,K,2.8,18,9.1,,0.44,1.8,0.27,K,0.27,1.8,1.7,K,1.7,18,,,,,,,,,120,B,1.8,18,,,,,1.8,K,1.8,18,,,,,,,,,0.14,K,0.14,1.8,1.2,K,1.2,1.8,,,,,4.6,K,4.6,18,,,,,,,,,,,,,{C35E4E98-2959-4116-9584-C3CEDF16BAF2},350
-85.6509280001467,43.1240550003673,320-42086-6,36-RR-0300,RR300,,TestAmerica Sacramento,320-42086-1,Water,2018/08/12 00:00:00+00,537 (modified),1,2018/08/29 00:00:00+00,1,ng/L,Lower Grand,Rogue River,RR-0300,0405000604,04050006,Investigative,Pine Island Drive NE,"upstream Freska Lake; 2018 caged fish site",2018700,,-85.650928,43.124055,1.2,J,0.49,1.7,0.47,K,0.47,1.7,0.85,J,0.72,1.7,0.26,K,0.26,1.7,0.27,K,0.27,1.7,0.75,J B,0.14,1.7,,,,,1.2,J,0.3,1.7,1.4,J,0.17,1.7,0.4,J,0.21,1.7,0.16,K,0.16,1.7,0.23,K,0.23,1.7,0.25,K,0.25,1.7,,,,,0.3,K,0.3,1.7,,,,,1.1,J,0.46,1.7,0.94,K,0.94,1.7,2.6,K,2.6,17,2.1,,0.42,1.7,0.26,K,0.26,1.7,1.6,K,1.6,17,,,,,,,,,1.7,K,1.7,17,,,,,1.7,K,1.7,17,,,,,,,,,0.14,K,0.14,1.7,1.1,K,1.1,1.7,,,,,4.4,K,4.4,17,,,,,,,,,,,,,{BB3C4B43-5160-4613-AD1B-0D0C6D3A5F49},351
-84.880886538303,42.8571306920238,ULG-0010,62-UTLG-0010,ULG-0010,,Vista Analytical,2103101,H20,2021/03/16 00:00:00+00,EPA-537M,1,2021/03/27 00:00:00+00,1,ng/L,Upper Grand,Unnamed Trib Looking Glass Rive,UTLG-0010,0405000406,04050004,Investigative,Cutler Rd,,2021206,,-84.88088654,42.85713069,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,2.49,J,1.02,4.07,,,,,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,,,,,39.8,,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,,,,,1.02,K,1.02,4.07,,,,,1.02,K,1.02,4.07,,,,,,,,,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,1.02,K,1.02,4.07,,,,,1.02,K,1.02,4.07,{369FC1C8-F584-439A-A273-0AEC07EECEA9},352
-85.4750599994096,42.9550100003814,1087921,36-GR-0180,GR-0180,,Eurofins Lancaster,,Water,2019/06/17 00:00:00+00,EPA 537 Version 1.1 Modified,,,1,ng/l,Lower Grand,Grand River,GR-0180,0405000605,04050006,Investigative,Grand River @ Fulton St,d/s Thornapple River confluence,2019005,,-85.47506,42.95501,1.1,J,0.35,1.7,0.43,K,0.43,1.7,1.3,,0.26,0.87,0.78,K,0.78,1.7,0.52,K,0.52,1.7,0.35,K,0.35,1.7,,,,,4.7,J,1.7,5.2,0.84,J,0.26,0.87,0.67,J,0.35,0.87,0.35,K,0.35,1.7,0.35,K,0.35,1.7,0.26,K,0.26,0.87,,,,,0.43,K,0.43,2.6,,,,,0.99,J,0.35,1.7,0.35,K,0.35,1.7,0.87,K,0.87,2.6,1.7,K,1.7,5.2,0.35,K,0.35,1.7,0.87,K,0.87,2.6,,,,,,,,,0.87,K,0.87,1.7,,,,,1.7,K,1.7,5.2,,,,,,,,,0.52,K,0.52,1.7,0.35,K,0.35,0.87,,,,,0.87,K,0.87,2.6,,,,,,,,,,,,,{CEDF832B-D9DE-4FE1-A9B4-1D46DF0BABE4},353
-84.2158230000179,42.2704769997471,TLO-0010,62-TLO-0010,TLO-0010,,Vista Analytical,2103101,H20,2021/03/16 00:00:00+00,EPA-537M,1,2021/03/27 00:00:00+00,1,ng/L,Upper Grand,Tims Lake Outlet,TLO-0010,0405000401,04050004,Investigative,u/s Grass Lake,,2021205,,-84.215823,42.270477,1.11,"J, Q",1.05,4.18,1.05,K,1.05,4.18,1.05,K,1.05,4.18,1.05,K,1.05,4.18,1.05,K,1.05,4.18,1.05,K,1.05,4.18,,,,,4.65,,1.05,4.18,1.05,K,1.05,4.18,1.11,"J, Q",1.05,4.18,1.05,K,1.05,4.18,1.05,K,1.05,4.18,1.05,K,1.05,4.18,1.05,K,1.05,4.18,1.05,K,1.05,4.18,,,,,1.05,K,1.05,4.18,1.05,K,1.05,4.18,1.05,K,1.05,4.18,3.02,J,1.05,4.18,1.05,K,1.05,4.18,1.05,K,1.05,4.18,1.05,K,1.05,4.18,,,,,1.05,K,1.05,4.18,,,,,1.05,K,1.05,4.18,,,,,,,,,1.05,K,1.05,4.18,1.05,K,1.05,4.18,1.05,K,1.05,4.18,1.05,K,1.05,4.18,1.05,K,1.05,4.18,,,,,1.05,K,1.05,4.18,{50CD54CD-9831-4BCE-AC0C-710F7751FC23},354
